,licensed_certified,facid,fac_status_type_code,facname,fac_type_code,fac_fdr,ltc,capacity,address,city,zip,county_code,county_name,district_number,district_name,isfacmain,fac_fac_relationship_type_code,cclho_code,cclho_name,fips_county_code,data_date
2083,LICENSED AND CERTIFIED,90001564,OPEN,MILTON MANOR DRIVE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,1712 MILTON MANOR DR,EL CAJON,92021,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2084,LICENSED ONLY,90001566,OPEN,PREGNANCY CARE CENTER,FREEC,PRIMARY CARE CLINIC,NON-LTC,0,677 S MAGNOLIA AVE,EL CAJON,92020,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2085,LICENSED ONLY,90001568,OPEN,COLLEGE AREA PREGNANCY SERVICES,FREEC,PRIMARY CARE CLINIC,NON-LTC,0,6663 EL CAJON BLVD,SAN DIEGO,92115,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2086,LICENSED AND CERTIFIED,90001570,OPEN,SAN YSIDRO HEALTH KING-CHAVEZ HEALTH CENTER,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,950 S EUCLID AVE,SAN DIEGO,92114,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2087,LICENSED AND CERTIFIED,90001576,OPEN,CUMBRE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,2198 CUMBRE PL,EL CAJON,92020,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2088,LICENSED AND CERTIFIED,90001578,OPEN,HOME OF GUIDING HANDS - HINMAN HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,2091 VENTANA WAY,EL CAJON,92020,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2089,LICENSED AND CERTIFIED,90001579,OPEN,PENASCO ROAD,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,1543 PENASCO RD,EL CAJON,92019,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2090,LICENSED AND CERTIFIED,90001585,OPEN,INNERCARE - BRAWLEY DENTAL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1166 K ST,BRAWLEY,92227,120,IMPERIAL,10,SAN DIEGO,Y,PARENT,13,IMPERIAL,6025,2024-03-15 00:00:00
2091,LICENSED AND CERTIFIED,90001590,OPEN,MID-CITY COMMUNITY CLINIC (PEDIATRICS),COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4305 UNIVERSITY AVE,SAN DIEGO,92105,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2092,LICENSED AND CERTIFIED,90001592,OPEN,AMBER HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,305 CARLSON CT,VISTA,92083,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2093,CERTIFIED ONLY,90001595,CERTIFIED ONLY,SCRIPPS MERCY SURGERY PAVILION,ASC,SURGICAL CLINIC,NON-LTC,0,550 WASHINGTON ST,SAN DIEGO,92103,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2094,LICENSED AND CERTIFIED,90001596,CERTIFIED ONLY,CALEXICO HEALTH CENTER,RHC/OP,PRIMARY CARE CLINIC,NON-LTC,0,450 E BIRCH ST,CALEXICO,92231,120,IMPERIAL,10,SAN DIEGO,N,OTHER CERTIFIABLE PART,13,IMPERIAL,6025,2024-03-15 00:00:00
2095,LICENSED AND CERTIFIED,90001599,OPEN,MCNEALY HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,4602 ALLENDE AVE,OCEANSIDE,92057,470,SAN DIEGO,10,SAN DIEGO,Y,PARENT,37,SAN DIEGO,6073,2024-03-15 00:00:00
2096,LICENSED AND CERTIFIED,90001600,OPEN,LA MAESTRA COMMUNITY HEALTH CENTERS - EL CAJON,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,165 S 1ST ST,EL CAJON,92019,470,SAN DIEGO,10,SAN DIEGO,N,INTERMITTENT CLINIC,37,SAN DIEGO,6073,2024-03-15 00:00:00
2097,LICENSED ONLY,90001601,OPEN,LA MAESTRA COMMUNITY HEALTH CENTERS - CITY OF HEIGHTS DENTAL,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,4305 UNIVERSITY AVE,SAN DIEGO,92105,470,SAN DIEGO,10,SAN DIEGO,N,INTERMITTENT CLINIC,37,SAN DIEGO,6073,2024-03-15 00:00:00
2098,LICENSED AND CERTIFIED,90001602,OPEN,SAN YSIDRO HEALTH ALPINE FAMILY MEDICINE,COMTYC,PRIMARY CARE CLINIC,NON-LTC,0,1620 ALPINE BLVD,ALPINE,91901,470,SAN DIEGO,10,SAN DIEGO,N,INTERMITTENT CLINIC,37,SAN DIEGO,6073,2024-03-15 00:00:00
2099,LICENSED AND CERTIFIED,100000001,OPEN,ASBURY PARK NURSING AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,139,2257 FAIR OAKS BOULEVARD,SACRAMENTO,95825,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2100,LICENSED AND CERTIFIED,100000002,OPEN,UNIVERSITY POST-ACUTE REHAB,SNF,SKILLED NURSING FACILITY,LTC,59,2120 STOCKTON BOULEVARD,SACRAMENTO,95817,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2101,LICENSED AND CERTIFIED,100000003,OPEN,FAIRMONT REHABILITATION HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,59,950 S FAIRMONT AVE,LODI,95240,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2102,LICENSED AND CERTIFIED,100000010,OPEN,MANTECA CARE AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,176,410 EASTWOOD AVENUE,MANTECA,95336,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2103,LICENSED AND CERTIFIED,100000017,OPEN,BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,SNF,SKILLED NURSING FACILITY,LTC,92,930 W MAIN STREET,RIPON,95366,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2104,LICENSED AND CERTIFIED,100000021,OPEN,CASA COLOMA HEALTH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,138,10410 COLOMA RD,RANCHO CORDOVA,95670,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2105,LICENSED AND CERTIFIED,100000022,OPEN,ARBOR REHABILITATION & NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,149,900 N. CHURCH STREET,LODI,95240,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2106,LICENSED AND CERTIFIED,100000025,OPEN,ARDEN PARK POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,177,3400 ALTA ARDEN EXPRESSWAY,SACRAMENTO,95825,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2107,LICENSED AND CERTIFIED,100000026,OPEN,VALLEY SKILLED NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,70,515 E ORANGEBURG AVE,MODESTO,95350,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2108,LICENSED AND CERTIFIED,100000027,OPEN,RIVER BEND NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,2215 OAKMONT WAY,WEST SACRAMENTO,95691,670,YOLO,3,SACRAMENTO,Y,PARENT,57,YOLO,6113,2024-03-15 00:00:00
2109,LICENSED AND CERTIFIED,100000029,OPEN,LODI CREEK POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,86,321 W. TURNER ROAD,LODI,95240,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2110,LICENSED AND CERTIFIED,100000030,OPEN,THE GROVE POST-ACUTE,SNF,SKILLED NURSING FACILITY,LTC,140,124 WALNUT STREET,WOODLAND,95695,670,YOLO,3,SACRAMENTO,Y,PARENT,57,YOLO,6113,2024-03-15 00:00:00
2111,LICENSED AND CERTIFIED,100000032,OPEN,BROOKSIDE CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,1221 ROSEMARIE LANE,STOCKTON,95207,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2112,LICENSED AND CERTIFIED,100000035,OPEN,CRESTWOOD MANOR,SNF,SKILLED NURSING FACILITY,LTC,190,1130 MONACO COURT,STOCKTON,95207,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2113,LICENSED AND CERTIFIED,100000036,OPEN,CRESTWOOD MANOR,SNF,SKILLED NURSING FACILITY,LTC,194,1400 CELESTE DR,MODESTO,95355,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2114,LICENSED AND CERTIFIED,100000038,OPEN,ALMOND VISTA HEALTHCARE,SNF,SKILLED NURSING FACILITY,LTC,175,2030 EVERGREEN AVE,MODESTO,95350,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2115,LICENSED AND CERTIFIED,100000039,OPEN,WINDSOR HAMPTON CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,120,442 E HAMPTON STREET,STOCKTON,95204,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2116,LICENSED AND CERTIFIED,100000041,OPEN,LINCOLN SQUARE POST ACUTE CARE,SNF,SKILLED NURSING FACILITY,LTC,68,1032 N. LINCOLN STREET,STOCKTON,95203,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2117,LICENSED AND CERTIFIED,100000042,OPEN,RIVER VIEW POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,99,1611 SCENIC DR,MODESTO,95355,600,STANISLAUS,99,STOCKTON,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2118,LICENSED AND CERTIFIED,100000048,OPEN,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,136,9461 BATEY AVENUE,ELK GROVE,95624,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2119,LICENSED AND CERTIFIED,100000049,OPEN,WINDSOR ELMHAVEN CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,128,6940 PACIFIC AVENUE,STOCKTON,95207,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2120,LICENSED AND CERTIFIED,100000051,OPEN,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,180,2633 W RUMBLE RD,MODESTO,95350,600,STANISLAUS,99,STOCKTON,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2121,LICENSED AND CERTIFIED,100000055,OPEN,GARDEN CITY HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,104,1310 W GRANGER AVE,MODESTO,95350,600,STANISLAUS,99,STOCKTON,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2122,LICENSED AND CERTIFIED,100000057,OPEN,GREENHAVEN HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,148,455 FLORIN ROAD,SACRAMENTO,95831,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2123,LICENSED AND CERTIFIED,100000058,OPEN,TRACY NURSING AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,62,545 W. BEVERLY PLACE,TRACY,95376,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2124,LICENSED AND CERTIFIED,100000059,OPEN,DOUBLE TREE POST ACUTE CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,122,7400 24TH STREET,SACRAMENTO,95822,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2125,LICENSED AND CERTIFIED,100000069,OPEN,GOOD SAMARITAN REHABILITATION AND CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,98,1630 N. EDISON STREET,STOCKTON,95204,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2126,LICENSED AND CERTIFIED,100000070,OPEN,SHERWOOD HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,62,4700 ELVAS AVENUE,SACRAMENTO,95819,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2127,LICENSED AND CERTIFIED,100000072,OPEN,GOLDEN MODESTO CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,120,1900 COFFEE RD,MODESTO,95355,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2128,LICENSED AND CERTIFIED,100000073,OPEN,STOCKTON NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,119,4545 SHELLEY COURT,STOCKTON,95207,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2129,LICENSED AND CERTIFIED,100000082,OPEN,HARVEST CROSSING POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,99,469 E. NORTH STREET,MANTECA,95336,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2130,LICENSED AND CERTIFIED,100000084,OPEN,PIONEER HOUSE,SNF,SKILLED NURSING FACILITY,LTC,49,415 P STREET,SACRAMENTO,95814,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2131,LICENSED AND CERTIFIED,100000089,OPEN,CEDARWOOD POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,51,1090 RIO LANE,SACRAMENTO,95822,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2132,LICENSED AND CERTIFIED,100000091,OPEN,BRIDGEWOOD POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,49,5901 LEMON HILL AVENUE,SACRAMENTO,95824,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2133,LICENSED AND CERTIFIED,100000092,OPEN,RANCHO SECO CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,144 F STREET,GALT,95632,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2134,LICENSED AND CERTIFIED,100000093,OPEN,MCKINLEY PARK CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,86,3700 H STREET,SACRAMENTO,95816,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2135,LICENSED AND CERTIFIED,100000097,OPEN,SAYLOR LANE HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,42,3500 FOLSOM BOULEVARD,SACRAMENTO,95816,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2136,LICENSED AND CERTIFIED,100000104,OPEN,VIENNA NURSING AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,150,800 S. HAM LANE,LODI,95242,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2137,LICENSED AND CERTIFIED,100000107,OPEN,MODESTO POST ACUTE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,159 E ORANGEBURG AVE,MODESTO,95350,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2138,LICENSED AND CERTIFIED,100000155,OPEN,BARTON HEALTHCARE SYSTEM HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,2092 LAKE TAHOE BOULEVARD,SOUTH LAKE TAHOE,96150,80,EL DORADO,3,SACRAMENTO,Y,PARENT,9,EL DORADO,6017,2024-03-15 00:00:00
2139,LICENSED AND CERTIFIED,100000159,OPEN,KAISER FOUNDATION HOSPITAL HOME HEALTH - SACRAMENTO,HHA,HOME HEALTH AGENCY,NON-LTC,0,3240 ARDEN WAY,SACRAMENTO,95825,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2140,LICENSED AND CERTIFIED,100000170,OPEN,"ALTA'S ICF, INC.",ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,14,7820 FRUITRIDGE ROAD,SACRAMENTO,95820,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2141,LICENSED AND CERTIFIED,100000171,OPEN,UNITED HOME CARE OF NORTHERN CALIFORNIA,HHA,HOME HEALTH AGENCY,NON-LTC,0,245 NEW YORK RANCH ROAD,JACKSON,95642,20,AMADOR,3,SACRAMENTO,Y,PARENT,3,AMADOR,6005,2024-03-15 00:00:00
2142,LICENSED AND CERTIFIED,100000175,OPEN,CASA DEL MAR #2,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,2525 DELMAR AVENUE,PENRYN,95663,410,PLACER,3,SACRAMENTO,Y,PARENT,31,PLACER,6061,2024-03-15 00:00:00
2143,LICENSED AND CERTIFIED,100000177,OPEN,COVENANT CARE AT HOME,HHA,HOME HEALTH AGENCY,NON-LTC,0,125 N BROADWAY,TURLOCK,95380,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2144,LICENSED AND CERTIFIED,100000178,OPEN,WOODLAND HEALTHCARE HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,1207 FAIRCHILD COURT,WOODLAND,95695,670,YOLO,3,SACRAMENTO,Y,PARENT,57,YOLO,6113,2024-03-15 00:00:00
2145,LICENSED AND CERTIFIED,100000187,OPEN,OMEGA HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,7830 OMEGA WAY,STOCKTON,95212,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2146,LICENSED AND CERTIFIED,100000190,OPEN,ADVENTIST HEALTH HOME CARE SERVICES,HHA,HOME HEALTH AGENCY,NON-LTC,0,800 S. LOWER SACRAMENTO ROAD,LODI,95242,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2147,LICENSED AND CERTIFIED,100000194,OPEN,LOCUST HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,15,1151 LOCUST AVENUE,MANTECA,95337,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2148,LICENSED AND CERTIFIED,100000195,OPEN,INTERIM HEALTHCARE - HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,2355 GOLD MEADOW WAY,GOLD RIVER,95670,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2149,LICENSED AND CERTIFIED,100000197,OPEN,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,HHA,HOME HEALTH AGENCY,NON-LTC,0,1316 CELESTE DR,MODESTO,95355,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2150,LICENSED AND CERTIFIED,100000198,OPEN,MERCY HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,3400 DATA DR,RANCHO CORDOVA,95670,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2151,LICENSED AND CERTIFIED,100000201,OPEN,PRESIDENT JOHN ADAMS MANOR III - FALCONER,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,14,5701 FALCONER WAY,SACRAMENTO,95824,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2152,LICENSED AND CERTIFIED,100000209,OPEN,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,HHA,HOME HEALTH AGENCY,NON-LTC,0,3001 LAVA RIDGE COURT,ROSEVILLE,95661,410,PLACER,3,SACRAMENTO,Y,PARENT,31,PLACER,6061,2024-03-15 00:00:00
2153,LICENSED AND CERTIFIED,100000213,OPEN,ST. JOSEPH'S MEDICAL CENTER HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,3555 DEER PARK DR,STOCKTON,95219,490,SAN JOAQUIN,3,SACRAMENTO,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2154,LICENSED AND CERTIFIED,100000228,OPEN,MARSHALL HOME CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,681 MAIN STREET,PLACERVILLE,95667,80,EL DORADO,3,SACRAMENTO,Y,PARENT,9,EL DORADO,6017,2024-03-15 00:00:00
2155,LICENSED AND CERTIFIED,100000232,OPEN,SUTTER VISITING NURSE ASSOCIATION,HHA,HOME HEALTH AGENCY,NON-LTC,0,8330 FERGUSON AVENUE,SACRAMENTO,95828,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2156,LICENSED AND CERTIFIED,100000237,OPEN,SUTTER AUBURN FAITH VNA & HOSPICE,HHA,HOME HEALTH AGENCY,NON-LTC,0,11775 EDUCATION STREET,AUBURN,95602,410,PLACER,3,SACRAMENTO,Y,PARENT,31,PLACER,6061,2024-03-15 00:00:00
2157,LICENSED AND CERTIFIED,100000290,OPEN,RIVERWOOD HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,5320 CARRINGTON CIRCLE,STOCKTON,95210,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2158,LICENSED AND CERTIFIED,100000324,OPEN,NORTH PARK POST-ACUTE,SNF,SKILLED NURSING FACILITY,LTC,99,2586 BUTHMANN AVENUE,TRACY,95376,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2159,LICENSED AND CERTIFIED,100000495,OPEN,TAHOE HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,790 TAHOE STREET,MANTECA,95337,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2160,LICENSED AND CERTIFIED,100000733,OPEN,JEAN MARTIN HOME #1,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,5421 HARRISON STREET,NORTH HIGHLANDS,95660,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2161,LICENSED AND CERTIFIED,100000773,OPEN,CLEARWATER HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,120,1517 KNICKERBOCKER DRIVE,STOCKTON,95210,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2162,LICENSED AND CERTIFIED,100000814,OPEN,WAGNER HEIGHTS NURSING AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,152,9289 BRANSTETTER PLACE,STOCKTON,95209,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2163,LICENSED AND CERTIFIED,100000816,OPEN,"COMMUNITY HOSPICE, INC. - HOSPICE",HOSPICE,HOSPICE,NON-LTC,0,4368 SPYRES WAY,MODESTO,95356,600,STANISLAUS,4,FRESNO,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2164,LICENSED AND CERTIFIED,100000826,OPEN,CREEKSIDE CENTER,SNF,SKILLED NURSING FACILITY,LTC,75,9107 DAVIS ROAD,STOCKTON,95209,490,SAN JOAQUIN,99,STOCKTON,Y,PARENT,39,SAN JOAQUIN,6077,2024-03-15 00:00:00
2165,LICENSED AND CERTIFIED,100000834,OPEN,RCCA - BRENTFORD,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,60 BRENTFORD CIRCLE,SACRAMENTO,95823,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2166,LICENSED AND CERTIFIED,100000851,OPEN,VINTAGE FAIRE NURSING & REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,3620 DALE RD,MODESTO,95356,600,STANISLAUS,99,STOCKTON,Y,PARENT,50,STANISLAUS,6099,2024-03-15 00:00:00
2167,LICENSED AND CERTIFIED,100000853,OPEN,KAISER FOUNDATION HOSPITAL - HOSPICE,HOSPICE,HOSPICE,NON-LTC,0,3240 ARDEN WAY,SACRAMENTO,95864,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2168,LICENSED AND CERTIFIED,100000911,OPEN,JEAN MARTIN HOME #2,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,7357 WOODRUFF WAY,CITRUS HEIGHTS,95621,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2169,LICENSED AND CERTIFIED,100000934,OPEN,UC DAVIS HOSPICE PROGRAM,HOSPICE,HOSPICE,NON-LTC,0,3630 BUSINESS DRIVE,SACRAMENTO,95820,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
2170,LICENSED AND CERTIFIED,100000962,OPEN,CAPITAL POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,121,6821 24TH STREET,SACRAMENTO,95822,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
